Link ID	Link reference 	Body size reference	Geographic location	General habitat	Specific habitat	Link methodology	Body size methodology	Taxonomy consumer	Lifestage consumer	Common name(s) consumer	Metabolic category consumer	Type of feeding interaction	Minimum length (m) consumer	Mean length (m) consumer	Maximum length (m) consumer	Minimum mass (g) consumer	Mean mass (g) consumer	Maximum mass (g) consumer	Taxonomy resource	Lifestage - resource	Common name(s) resource	Metabolic category resource	Minimum length (m) resource	Mean length (m) resource	Maximum length (m) resource	Minimum mass (g) resource	Mean mass (g) resource	Maximum mass (g) resource	Consumer/resource body mass ratio	Notes		
14932	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Tryphosella murrayi	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Mysidacea	adult	Mysidacea	Invertebrate	0.008	0.07	-999	-999	-999	-999	0.233258248	-999
14933	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Tryphosella murrayi	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Dolloidraco longidorsalis	adult	Fish	ectotherm vertebrate	0.043	0.074	0.108	-999	-999	-999	0.005326004	-999
14934	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Tryphosella murrayi	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Fish	adult	Fish	ectotherm vertebrate	0.031	0.1671	1.38	-999	-999	-999	0.000656565	-999
14935	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Tryphosella murrayi	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.075207695	-999
14936	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Tryphosella murrayi	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	0.818606825	-999
14937	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Amphipoda	adult	Amphipoda	Invertebrate	0.0002	0.0385	0.12	-999	-999	-999	0.818606825	-999
14938	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Eurythenes gryllus	adult	Amphipoda	Invertebrate	-999	0.12	-999	-999	-999	-999	0.075207695	-999
14939	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Ophiuroida	adult	Ophiuroida	Invertebrate	0.001	0.0404	0.0633	-999	-999	-999	0.035680508	-999
14940	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Hydrozoa	-999	Hydrozoa	Invertebrate	0.015	0.125	0.18	-999	-999	-999	0.001850316	-999
14941	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Cnidaria	adult	Cnidaria	Invertebrate	0.005	0.628	2	-999	-999	-999	2.69461E-05	-999
14942	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.000271594	-999
14943	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.014671162	-999
14944	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Holothuria	adult	Holothuria	Invertebrate	0.023	0.0922	0.3	-999	-999	-999	0.004107288	-999
14945	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Isopoda	adult	Isopoda	Invertebrate	0.003	0.08609	0.12	-999	-999	-999	0.15105747	-999
14946	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	predacious	-999	0.035	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.075207695	-999
14947	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	detritivorous	-999	0.035	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	3.75205E+12	-999
14948	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Waldeckia obesa 	adult	amphipod	invertebrate	detritivorous	-999	0.035	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	3.75205E+12	-999
14949	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Parschisturella ceruviata 	adult	amphipod	invertebrate	detritivorous	-999	0.022	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	1.41519E+12	-999
14950	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Paramoera walkeri	adult	amphipod	invertebrate	predacious	-999	0.029	-999	-999	-999	-999	Ophiuroida	adult	Ophiuroida	Invertebrate	0.001	0.0404	0.0633	-999	-999	-999	0.024039417	-999
14951	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	predacious	-999	0.029	-999	-999	-999	-999	Holothuria	adult	Holothuria	Invertebrate	0.023	0.0922	0.3	-999	-999	-999	0.002767248	-999
14952	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	predacious	-999	0.029	-999	-999	-999	-999	Crustacea	adult	Crustacea	Invertebrate	0.0002	0.12	-999	-999	-999	-999	0.050670499	-999
14953	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	predacious	-999	0.029	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.000182984	-999
14954	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	predacious	-999	0.029	-999	-999	-999	-999	Cnidaria	adult	Cnidaria	Invertebrate	0.005	0.628	2	-999	-999	-999	1.81547E-05	-999
14955	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	herbivorous	-999	0.029	-999	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	7.06215E+11	-999
14956	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeriella walkeri	adult	amphipod	invertebrate	detritivorous	-999	0.029	-999	-999	-999	-999	Phytodetritus	-999	Phytodetritus	detritus	0	0.0001	-999	-999	-999	-999	2.52791E+12	-999
14957	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	herbivorous	0.021	0.022	0.027	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	3.95356E+11	-999
14958	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	herbivorous	0.021	0.022	0.027	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	1.76232E+14	-999
14959	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	herbivorous	0.021	0.022	0.027	-999	-999	-999	Tintinnid	-999	Phytoplankton	photo-autotroph	0.00002	0.001	-999	-999	-999	-999	229516468.3	-999
14960	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	153.7887754	-999
14961	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	14.58592749	-999
14962	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Oithona sp.	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	2826.510614	-999
14963	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Oncaea sp.	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	2826.510614	-999
14964	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Calanus propinquus	adult	Copepoda	Invertebrate	0.0053	0.0057	0.0061	-999	-999	-999	17.05102271	-999
14965	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Metridia gerlachei	adult	copepod	Invertebrate	0.0039	0.0042	0.0044	-999	-999	-999	32.3790513	-999
14966	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Ostracoda	adult	Ostracoda	Invertebrate	0.0001	0.0024	-999	-999	-999	-999	104.8682503	-999
14967	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Euphausia superba	adult	Euphausiacea	Invertebrate	0.0012	0.0571	-999	-999	-999	-999	0.134943448	-999
14968	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Coelenterata	adult	Coelenterata	Invertebrate	0.005	0.065	-999	-999	-999	-999	0.003871346	-999
14969	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Pelegobia longicirrata	adult	Polychaeta	Invertebrate	0.0015	0.0039	0.0066	-999	-999	-999	691.5602252	-999
14970	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Cyllopus lucasii	adult	amphipod	invertebrate	predacious	0.021	0.022	0.027	-999	-999	-999	Eukrohnia hamata	adult	Chaetognatha	Invertebrate	0.015	0.0198	0.027	-999	-999	-999	0.087183068	-999
14971	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	herbivorous	0.0045	0.0057	0.0065	-999	-999	-999	Diatom	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	23186658440	-999
14972	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	herbivorous	0.0045	0.0057	0.0065	-999	-999	-999	Flagellate	-999	Phytoplankton	photo-autotroph	-999	0.00003	-999	-999	-999	-999	1.03356E+13	-999
14973	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	herbivorous	0.0045	0.0057	0.0065	-999	-999	-999	Tintinnid	-999	Phytoplankton	photo-autotroph	0.00002	0.001	-999	-999	-999	-999	13460569.04	-999
14974	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	predacious	0.0045	0.0057	0.0065	-999	-999	-999	Copepoda	adult	Copepoda	Invertebrate	0.0039	0.00614	0.00663	-999	-999	-999	0.855428307	-999
14975	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	predacious	0.0045	0.0057	0.0065	-999	-999	-999	Oithona sp.	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	165.7678054	-999
14976	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	predacious	0.0045	0.0057	0.0065	-999	-999	-999	Oncaea sp.	adult	Copepoda	Invertebrate	0.0002	0.0005	-999	-999	-999	-999	165.7678054	-999
14977	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperiella dilatata	adult	amphipod	invertebrate	predacious	0.0045	0.0057	0.0065	-999	-999	-999	Coelenterata	adult	Coelenterata	Invertebrate	0.005	0.065	-999	-999	-999	-999	0.000227045	-999
14978	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Vibilia antarctica	adult	amphipod	invertebrate	predacious	0.0002	0.0015	-999	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	0.546548433	-999
14979	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Vibilia stebbingi	adult	amphipod	invertebrate	predacious	0.0002	0.0015	-999	-999	-999	-999	Zooplankton	adult	Zooplankton	Invertebrate	0.00015	0.002	-999	-999	-999	-999	0.546548433	-999
14980	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperia macrocephala	adult	amphipod	invertebrate	predacious	0.002	0.024	-999	-999	-999	-999	Pteropoda	adult	Pteropoda	Invertebrate	0.0009	0.042	-999	-999	-999	-999	0.308759336	-999
14981	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperia macrocephala	adult	amphipod	invertebrate	predacious	0.002	0.024	-999	-999	-999	-999	Limacina helicina 	adult	Pteropoda	Invertebrate	0.0009	0.0015	-999	-999	-999	-999	337.7940252	-999
14982	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperia macrocephala	adult	amphipod	invertebrate	predacious	0.002	0.024	-999	-999	-999	-999	Salpa thompsoni	adult	Salp	Invertebrate	0.038	0.049	0.063	-999	-999	-999	0.223373598	-999
14983	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperia macrocephala	adult	amphipod	invertebrate	predacious	0.002	0.024	-999	-999	-999	-999	Coelenterata	adult	Coelenterata	Invertebrate	0.005	0.065	-999	-999	-999	-999	0.004647484	-999
14984	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Hyperia macrocephala	adult	amphipod	invertebrate	predacious	0.002	0.024	-999	-999	-999	-999	Scyphozoa	adult	Scyphozoa	Invertebrate	-999	0.18	1	-999	-999	-999	0.000322283	-999
14985	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	predacious	-999	0.05	-999	-999	-999	-999	Hydrozoa	-999	Hydrozoa	Invertebrate	0.015	0.125	0.18	-999	-999	-999	0.003913272	-999
14986	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	predacious	-999	0.05	-999	-999	-999	-999	Polychaeta	adult	Polychaeta	Invertebrate	0.0015	0.19	-999	-999	-999	-999	0.031028346	-999
14987	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	predacious	-999	0.05	-999	-999	-999	-999	Cnidaria	adult	Cnidaria	Invertebrate	0.005	0.628	2	-999	-999	-999	5.69889E-05	-999
14988	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	predacious	-999	0.05	-999	-999	-999	-999	Porifera	adult	Porifera	Invertebrate	0.0645	0.26	1	-999	-999	-999	0.0005744	-999
14989	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	herbivorous	-999	0.05	-999	-999	-999	-999	Diatoms	-999	Diatom	photo-autotroph	0.00001	0.00014	-999	-999	-999	-999	2.21686E+12	-999
14990	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria similis	adult	amphipod	invertebrate	predacious	-999	0.05	-999	-999	-999	-999	Foraminifera	adult	Foraminifera	Invertebrate	0.00007	0.00013	-999	-999	-999	-999	291290.2725	-999
14991	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria robusta	adult	amphipod	invertebrate	predacious	-999	0.04	-999	-999	-999	-999	Euphausiacea	adult	Euphausiacea	Invertebrate	0.00617	0.0172	0.03631	-999	-999	-999	5.884590459	-999
14992	Jacob	 Brey & Mintenbeck unpublished	Jacob	 Brey & Mintenbeck unpublished	Antarctica: Eastern Weddell Sea	marine	Shelf	field; gut/stomach analysis	published account	Epimeria robusta	adult	amphipod	invertebrate	predacious	-999	0.04	-999	-999	-999	-999	Holothuria	adult	Holothuria	Invertebrate	0.023	0.0922	0.3	-999	-999	-999	0.005436736	-999
